session_id,session,session_date,side,breakout_time,breakout_side,reentry_time,confirmation_time,entry_time,entry_price,entry_reason,stop,tp_midpoint,tp_opposite_extreme,or_high,or_low,or_mid,or_size,daily_atr,daily_atr_pct,or_size_vs_daily_atr,or_size_vs_atr,gap_pct,opening_range_volume,opening_volume_vs_avg,invalid_signal_reason,tp_variant,tp,entry_fill,exit_time,exit_price,exit_fill,exit_reason,return,pnl_pct,rr,fee_rate,slippage_rate,bars_in_trade
ny_equity_2025-01-02,ny_equity,2025-01-02,short,2025-01-02 14:50:00+00:00,above,2025-01-02 15:15:00+00:00,2025-01-02 15:15:00+00:00,2025-01-02 15:20:00+00:00,589.47,breakout_reentry_v1,591.5990392857143,587.895,586.14,589.65,586.14,587.895,3.509999999999991,7.796157142857153,0.013302206427206443,0.45022181257799,0.45022181257799,0.0056476931476930545,3528230.0,,,midpoint,587.895,589.411053,2025-01-02 15:20:00+00:00,587.895,587.9537895,take_profit,0.0022785340719366554,0.0022785340719366554,0.6484951921315187,0.0001,0.0001,1
ny_equity_2025-01-02,ny_equity,2025-01-02,short,2025-01-02 14:50:00+00:00,above,2025-01-02 15:15:00+00:00,2025-01-02 15:15:00+00:00,2025-01-02 15:20:00+00:00,589.47,breakout_reentry_v1,591.5990392857143,587.895,586.14,589.65,586.14,587.895,3.509999999999991,7.796157142857153,0.013302206427206443,0.45022181257799,0.45022181257799,0.0056476931476930545,3528230.0,,,opposite_extreme,586.14,589.411053,2025-01-02 16:00:00+00:00,586.14,586.198614,take_profit,0.005280120428943858,0.005280120428943858,1.4295638685218555,0.0001,0.0001,9
ny_equity_2025-01-03,ny_equity,2025-01-03,long,2025-01-03 14:50:00+00:00,below,2025-01-03 14:55:00+00:00,2025-01-03 14:55:00+00:00,2025-01-03 15:00:00+00:00,588.02,breakout_reentry_v1,584.8717642857142,588.2275,589.545,589.545,586.91,588.2275,2.634999999999991,8.152942857142866,0.013945236140433201,0.3231961815715958,0.3231961815715958,0.004943212917350825,3062300.0,0.8679422826743155,,midpoint,588.2275,588.078802,2025-01-03 15:00:00+00:00,588.2275,588.16867725,take_profit,-4.717141700341082e-05,-4.717141700341082e-05,0.02752245136931624,0.0001,0.0001,1
ny_equity_2025-01-03,ny_equity,2025-01-03,long,2025-01-03 14:50:00+00:00,below,2025-01-03 14:55:00+00:00,2025-01-03 14:55:00+00:00,2025-01-03 15:00:00+00:00,588.02,breakout_reentry_v1,584.8717642857142,588.2275,589.545,589.545,586.91,588.2275,2.634999999999991,8.152942857142866,0.013945236140433201,0.3231961815715958,0.3231961815715958,0.004943212917350825,3062300.0,0.8679422826743155,,opposite_extreme,589.545,588.078802,2025-01-03 16:00:00+00:00,589.545,589.4860454999999,take_profit,0.002192950562431384,0.002192950562431384,0.43093944988797683,0.0001,0.0001,13
ny_equity_2025-01-08,ny_equity,2025-01-08,long,2025-01-08 14:45:00+00:00,below,2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,2025-01-08 15:05:00+00:00,588.58,breakout_reentry_v1,584.8321125,587.96,588.77,588.77,587.15,587.96,1.6200000000000045,9.271550000000016,0.015751066034690748,0.17472806596523793,0.17472806596523793,0.00011892020454283679,2521791.0,0.8318341128576109,,midpoint,587.96,588.638858,2025-01-08 15:05:00+00:00,587.96,587.901204,take_profit,-0.0014531520642492523,-0.0014531520642492523,-0.19084355806760764,0.0001,0.0001,1
ny_equity_2025-01-08,ny_equity,2025-01-08,long,2025-01-08 14:45:00+00:00,below,2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,2025-01-08 15:05:00+00:00,588.58,breakout_reentry_v1,584.8321125,587.96,588.77,588.77,587.15,587.96,1.6200000000000045,9.271550000000016,0.015751066034690748,0.17472806596523793,0.17472806596523793,0.00011892020454283679,2521791.0,0.8318341128576109,,opposite_extreme,588.77,588.638858,2025-01-08 16:35:00+00:00,588.77,588.711123,take_profit,-7.723372485892704e-05,-7.723372485892704e-05,0.018696176966109174,0.0001,0.0001,19
ny_equity_2025-01-13,ny_equity,2025-01-13,short,2025-01-13 14:45:00+00:00,above,2025-01-13 14:45:00+00:00,2025-01-13 14:45:00+00:00,2025-01-13 14:50:00+00:00,576.55,breakout_reentry_v1,579.0733321428571,576.125,575.35,576.9,575.35,576.125,1.5499999999999545,8.693328571428586,0.014975845529515728,0.17829764367749432,0.17829764367749432,-0.008131061689262566,3555343.0,1.1640725577789215,,midpoint,576.125,576.492345,2025-01-13 15:25:00+00:00,576.125,576.1826125,take_profit,0.00033755960919410485,0.00033755960919410485,0.11737206728368381,0.0001,0.0001,8
ny_equity_2025-01-13,ny_equity,2025-01-13,short,2025-01-13 14:45:00+00:00,above,2025-01-13 14:45:00+00:00,2025-01-13 14:45:00+00:00,2025-01-13 14:50:00+00:00,576.55,breakout_reentry_v1,579.0733321428571,576.125,575.35,576.9,575.35,576.125,1.5499999999999545,8.693328571428586,0.014975845529515728,0.17829764367749432,0.17829764367749432,-0.008131061689262566,3555343.0,1.1640725577789215,,opposite_extreme,575.35,576.492345,2025-01-13 15:45:00+00:00,579.0733321428571,579.1312394760714,stop,-0.004756643289453266,-0.004756643289453266,-1.0,0.0001,0.0001,12
ny_equity_2025-01-14,ny_equity,2025-01-14,long,2025-01-14 14:50:00+00:00,below,2025-01-14 15:05:00+00:00,2025-01-14 15:05:00+00:00,2025-01-14 15:10:00+00:00,583.79,breakout_reentry_v1,581.1400607142857,584.15,585.0,585.0,583.3,584.15,1.7000000000000455,8.639757142857158,0.014860519002489136,0.19676479001559727,0.19676479001559727,0.005108446997712426,2915741.0,0.9327935915793595,,midpoint,584.15,583.8483789999999,2025-01-14 15:10:00+00:00,584.15,584.091585,take_profit,0.0002165567786909019,0.0002165567786909019,0.08791323059749434,0.0001,0.0001,1
ny_equity_2025-01-14,ny_equity,2025-01-14,long,2025-01-14 14:50:00+00:00,below,2025-01-14 15:05:00+00:00,2025-01-14 15:05:00+00:00,2025-01-14 15:10:00+00:00,583.79,breakout_reentry_v1,581.1400607142857,584.15,585.0,585.0,583.3,584.15,1.7000000000000455,8.639757142857158,0.014860519002489136,0.19676479001559727,0.19676479001559727,0.005108446997712426,2915741.0,0.9327935915793595,,opposite_extreme,585.0,583.8483789999999,2025-01-14 16:00:00+00:00,581.1400607142857,581.0819467082143,stop,-0.004938271769331392,-0.004938271769331392,-1.0,0.0001,0.0001,11
