session_id,session,session_date,side,breakout_time,breakout_side,reentry_time,confirmation_time,entry_time,entry_price,entry_reason,stop,tp_midpoint,tp_opposite_extreme,or_high,or_low,or_mid,or_size,daily_atr,daily_atr_pct,or_size_vs_daily_atr,or_size_vs_atr,invalid_signal_reason,tp_variant,tp,entry_fill,exit_time,exit_price,exit_fill,exit_reason,return,pnl_pct,rr,fee_rate,slippage_rate,bars_in_trade
ny_2025-01-02,ny,2025-01-02,long,2025-01-02 15:35:00+00:00,below,2025-01-02 16:10:00+00:00,2025-01-02 16:10:00+00:00,2025-01-02 16:15:00+00:00,96632.8,breakout_reentry_v1,95260.31785714286,96835.55,97440.0,97440.0,96231.1,96835.55,1208.8999999999942,3883.1285714285705,0.041056160085477834,0.31132113649156096,0.31132113649156096,,midpoint,96835.55,96681.1164,2025-01-02 16:15:00+00:00,96835.55,96787.13222500001,take_profit,9.655151851351105e-05,9.655151851351105e-05,0.07219678072969206,0.0005,0.0005,1
ny_2025-01-02,ny,2025-01-02,long,2025-01-02 15:35:00+00:00,below,2025-01-02 16:10:00+00:00,2025-01-02 16:10:00+00:00,2025-01-02 16:15:00+00:00,96632.8,breakout_reentry_v1,95260.31785714286,96835.55,97440.0,97440.0,96231.1,96835.55,1208.8999999999942,3883.1285714285705,0.041056160085477834,0.31132113649156096,0.31132113649156096,,opposite_extreme,97440.0,96681.1164,2025-01-02 16:30:00+00:00,97440.0,97391.28,take_profit,0.006345422006318492,0.006345422006318492,0.4836214377561476,0.0005,0.0005,4
ny_2025-01-08,ny,2025-01-08,long,2025-01-08 14:45:00+00:00,below,2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,2025-01-08 15:05:00+00:00,95804.1,breakout_reentry_v1,94157.2375,95409.1,95848.6,95848.6,94969.6,95409.1,879.0,3249.4500000000003,0.03352703200464712,0.2705073166228131,0.2705073166228131,,midpoint,95409.1,95852.00205,2025-01-08 15:05:00+00:00,95409.1,95361.39545000001,take_profit,-0.0061183761372460834,-0.0061183761372460834,-0.2816594563746308,0.0005,0.0005,1
ny_2025-01-08,ny,2025-01-08,long,2025-01-08 14:45:00+00:00,below,2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,2025-01-08 15:05:00+00:00,95804.1,breakout_reentry_v1,94157.2375,95409.1,95848.6,95848.6,94969.6,95409.1,879.0,3249.4500000000003,0.03352703200464712,0.2705073166228131,0.2705073166228131,,opposite_extreme,95848.6,95852.00205,2025-01-08 15:05:00+00:00,95848.6,95800.6757,take_profit,-0.0015354749916773871,-0.0015354749916773871,-0.029466688460145527,0.0005,0.0005,1
ny_2025-01-10,ny,2025-01-10,short,2025-01-10 14:45:00+00:00,above,2025-01-10 14:45:00+00:00,2025-01-10 14:45:00+00:00,2025-01-10 14:50:00+00:00,93681.9,breakout_reentry_v1,95277.51607142857,93983.1,93541.0,94425.2,93541.0,93983.1,884.1999999999971,3409.2642857142855,0.036854560473594505,0.25935214342432406,0.25935214342432406,,midpoint,93983.1,93635.05905,2025-01-10 14:50:00+00:00,93983.1,94030.09155,take_profit,-0.005201128526924225,-0.005201128526924225,-0.2337337947351214,0.0005,0.0005,1
ny_2025-01-10,ny,2025-01-10,short,2025-01-10 14:45:00+00:00,above,2025-01-10 14:45:00+00:00,2025-01-10 14:45:00+00:00,2025-01-10 14:50:00+00:00,93681.9,breakout_reentry_v1,95277.51607142857,93983.1,93541.0,94425.2,93541.0,93983.1,884.1999999999971,3409.2642857142855,0.036854560473594505,0.25935214342432406,0.25935214342432406,,opposite_extreme,93541.0,93635.05905,2025-01-10 15:00:00+00:00,93541.0,93587.7705,take_profit,-0.0004947144295953656,-0.0004947144295953656,0.027979804798392297,0.0005,0.0005,3
ny_2025-01-11,ny,2025-01-11,short,2025-01-11 14:55:00+00:00,above,2025-01-11 15:15:00+00:00,2025-01-11 15:15:00+00:00,2025-01-11 15:20:00+00:00,94390.1,breakout_reentry_v1,95435.39464285714,94467.75,94345.0,94590.5,94345.0,94467.75,245.5,3379.5785714285707,0.0356964428118,0.07264219334194248,0.07264219334194248,,midpoint,94467.75,94342.90495000001,2025-01-11 15:20:00+00:00,94467.75,94514.98387499999,take_profit,-0.0028206523235253514,-0.0028206523235253514,-0.1509189700770432,0.0005,0.0005,1
ny_2025-01-11,ny,2025-01-11,short,2025-01-11 14:55:00+00:00,above,2025-01-11 15:15:00+00:00,2025-01-11 15:15:00+00:00,2025-01-11 15:20:00+00:00,94390.1,breakout_reentry_v1,95435.39464285714,94467.75,94345.0,94590.5,94345.0,94467.75,245.5,3379.5785714285707,0.0356964428118,0.07264219334194248,0.07264219334194248,,opposite_extreme,94345.0,94342.90495000001,2025-01-11 15:35:00+00:00,94345.0,94392.1725,take_profit,-0.0015219452915969925,-0.0015219452915969925,-0.0432092884367945,0.0005,0.0005,4
ny_2025-01-12,ny,2025-01-12,long,2025-01-12 14:45:00+00:00,below,2025-01-12 15:15:00+00:00,2025-01-12 15:15:00+00:00,2025-01-12 15:20:00+00:00,95147.7,breakout_reentry_v1,93936.9,94859.95,94945.5,94945.5,94774.4,94859.95,171.10000000000582,3349.999999999999,0.035426305353602104,0.05107462686567339,0.05107462686567339,,midpoint,94859.95,95195.27385,2025-01-12 15:20:00+00:00,94859.95,94812.520025,take_profit,-0.005020722978360314,-0.005020722978360314,-0.293221038650162,0.0005,0.0005,1
ny_2025-01-12,ny,2025-01-12,long,2025-01-12 14:45:00+00:00,below,2025-01-12 15:15:00+00:00,2025-01-12 15:15:00+00:00,2025-01-12 15:20:00+00:00,95147.7,breakout_reentry_v1,93936.9,94859.95,94945.5,94945.5,94774.4,94859.95,171.10000000000582,3349.999999999999,0.035426305353602104,0.05107462686567339,0.05107462686567339,,opposite_extreme,94945.5,95195.27385,2025-01-12 15:20:00+00:00,94945.5,94898.02725,take_profit,-0.0041224932497003755,-0.0041224932497003755,-0.22771544291485665,0.0005,0.0005,1
